No.,Time,Source,Destination,Protocol,Length,Info
4966,"2025-01-12 20:57:36,805843",192.168.1.21,142.250.82.208,UDP,1210,55959  >  3478 Len=1168
1261,"2025-01-12 20:57:25,395044",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
8452,"2025-01-12 20:57:44,158942",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
311,"2025-01-12 20:57:23,234610",192.168.1.21,142.250.82.208,UDP,1202,55959  >  3478 Len=1160
1717,"2025-01-12 20:57:26,717539",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
5951,"2025-01-12 20:57:38,897831",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
7453,"2025-01-12 20:57:41,946849",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
7072,"2025-01-12 20:57:40,782582",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
4669,"2025-01-12 20:57:36,327714",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13
4299,"2025-01-12 20:57:35,508966",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
3784,"2025-01-12 20:57:34,345897",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
1009,"2025-01-12 20:57:24,873248",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
9227,"2025-01-12 20:57:45,547057",192.168.1.21,142.250.82.208,UDP,1165,55959  >  3478 Len=1123
2186,"2025-01-12 20:57:28,318522",192.168.1.21,142.250.82.208,UDP,1172,55959  >  3478 Len=1130
3624,"2025-01-12 20:57:34,005578",192.168.1.21,142.250.82.208,UDP,1223,55959  >  3478 Len=1181
73,"2025-01-06 10:31:34,483120",138.38.28.14,172.217.17.142,TLSv1.2,89,Application Data
7626,"2025-01-12 20:57:42,184140",142.250.82.208,192.168.1.21,RTCP,138,Application specific   subtype=13
10569,"2025-01-12 20:57:48,305826",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
7335,"2025-01-12 20:57:41,700452",192.168.1.21,142.250.82.208,UDP,1230,55959  >  3478 Len=1188
6677,"2025-01-12 20:57:40,307102",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
4835,"2025-01-12 20:57:36,631337",192.168.1.21,142.250.82.208,UDP,1224,55959  >  3478 Len=1182
7174,"2025-01-12 20:57:41,172038",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
4757,"2025-01-12 20:57:36,462625",192.168.1.21,142.250.82.208,UDP,1256,55959  >  3478 Len=1214
6110,"2025-01-12 20:57:39,170524",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
91,"2025-01-12 20:57:22,760500",192.168.1.21,142.250.82.208,UDP,1205,55959  >  3478 Len=1163
7175,"2025-01-12 20:57:41,184682",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
7702,"2025-01-12 20:57:42,398893",142.250.82.212,192.168.1.21,UDP,271,3478  >  58101 Len=229
1327,"2025-01-12 20:57:25,482072",192.168.1.21,142.250.82.208,UDP,699,55959  >  3478 Len=657
6748,"2025-01-12 20:57:40,399241",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
9701,"2025-01-12 20:57:46,480729",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
2118,"2025-01-12 20:57:28,068610",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
2938,"2025-01-12 20:57:32,114241",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
9351,"2025-01-12 20:57:45,802410",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
984,"2025-01-12 20:57:24,835826",192.168.1.21,142.250.82.208,UDP,1069,55959  >  3478 Len=1027
8280,"2025-01-12 20:57:43,712553",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
9517,"2025-01-12 20:57:46,182657",192.168.1.21,142.250.82.208,UDP,1184,55959  >  3478 Len=1142
9408,"2025-01-12 20:57:45,929290",192.168.1.21,142.250.82.208,UDP,950,55959  >  3478 Len=908
2926,"2025-01-12 20:57:32,113721",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
6487,"2025-01-12 20:57:39,928473",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
3215,"2025-01-12 20:57:33,173877",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
7736,"2025-01-12 20:57:42,484963",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
7582,"2025-01-12 20:57:42,103172",192.168.1.21,142.250.82.208,RTCP,142,Sender Report   
6624,"2025-01-12 20:57:40,184590",172.217.20.78,192.168.1.21,UDP,75,443  >  50272 Len=33
9144,"2025-01-12 20:57:45,352015",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
8861,"2025-01-12 20:57:44,607173",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
5897,"2025-01-12 20:57:38,758265",192.168.1.21,142.250.82.208,UDP,1214,55959  >  3478 Len=1172
628,"2025-01-12 20:57:23,975311",142.250.82.212,192.168.1.21,UDP,169,3478  >  58101 Len=127
6604,"2025-01-12 20:57:40,136962",192.168.1.21,142.250.82.208,UDP,1221,55959  >  3478 Len=1179
4948,"2025-01-12 20:57:36,777850",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
5081,"2025-01-12 20:57:37,115095",192.168.1.21,142.250.82.208,UDP,1216,55959  >  3478 Len=1174
4245,"2025-01-12 20:57:35,401662",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
260,"2025-01-06 10:31:49,785244",RuijieNetwor_ed:cd:8c,Broadcast,ARP,60,Who has 138.38.7.248? Tell 138.38.0.1
4766,"2025-01-12 20:57:36,478538",142.250.82.208,192.168.1.21,RTCP,146,Application specific   subtype=13
1602,"2025-01-12 20:57:26,001942",192.168.1.21,142.250.82.208,UDP,1131,55959  >  3478 Len=1089
10487,"2025-01-12 20:57:48,092754",192.168.1.21,142.250.82.208,UDP,1110,55959  >  3478 Len=1068
1270,"2025-01-12 20:57:25,395694",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
129,"2025-01-12 20:57:22,861579",142.250.82.212,192.168.1.21,UDP,173,3478  >  58101 Len=131
7073,"2025-01-12 20:57:40,791037",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
1712,"2025-01-12 20:57:26,711798",192.168.1.21,142.250.82.208,UDP,869,55959  >  3478 Len=827
4183,"2025-01-12 20:57:35,276335",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13
8831,"2025-01-12 20:57:44,572423",192.168.1.21,142.250.82.208,UDP,1214,55959  >  3478 Len=1172
4236,"2025-01-12 20:57:35,367477",192.168.1.21,142.250.82.208,UDP,1124,55959  >  3478 Len=1082
6254,"2025-01-12 20:57:39,442976",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
2399,"2025-01-12 20:57:29,385400",192.168.1.21,142.250.82.208,UDP,1186,55959  >  3478 Len=1144
7939,"2025-01-12 20:57:42,857368",192.168.1.21,142.250.82.208,UDP,1237,55959  >  3478 Len=1195
9668,"2025-01-12 20:57:46,431098",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
7276,"2025-01-12 20:57:41,593969",192.168.1.21,142.250.82.208,UDP,1157,55959  >  3478 Len=1115
9207,"2025-01-12 20:57:45,531381",192.168.1.21,142.250.82.208,UDP,1141,55959  >  3478 Len=1099
1187,"2025-01-12 20:57:25,235336",142.250.82.212,192.168.1.21,UDP,147,3478  >  58101 Len=105
7224,"2025-01-12 20:57:41,419533",192.168.1.21,142.250.82.208,UDP,999,55959  >  3478 Len=957
80,"2025-01-06 10:31:34,835468",188.42.191.196,138.38.28.14,TCP,66,443  >  56538 [ACK] Seq=1 Ack=2 Win=26 Len=0 SLE=1 SRE=2
7218,"2025-01-12 20:57:41,385117",192.168.1.21,142.250.82.208,UDP,1071,55959  >  3478 Len=1029
1978,"2025-01-12 20:57:27,506469",142.250.82.208,192.168.1.21,DTLSv1.2,147,Application Data
5315,"2025-01-12 20:57:37,594551",192.168.1.21,142.250.82.208,UDP,1231,55959  >  3478 Len=1189
180,"2025-01-06 10:31:38,419785",fe80::1437:2a69:803c:8de7,ff02::1:ff03:4d80,ICMPv6,86,Neighbor Solicitation for fe80::1a:f1f:1f03:4d80 from 04:9d:05:0f:f4:d0
4248,"2025-01-12 20:57:35,401731",192.168.1.21,142.250.82.208,UDP,1241,55959  >  3478 Len=1199
9619,"2025-01-12 20:57:46,392820",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
916,"2025-01-12 20:57:24,669301",192.168.1.21,142.250.82.208,UDP,1203,55959  >  3478 Len=1161
1306,"2025-01-12 20:57:25,434678",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
6572,"2025-01-12 20:57:40,102987",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
3050,"2025-01-12 20:57:32,531387",192.168.1.21,142.250.82.208,UDP,1169,55959  >  3478 Len=1127
10404,"2025-01-12 20:57:47,953076",192.168.1.21,142.250.82.208,UDP,1219,55959  >  3478 Len=1177
1274,"2025-01-12 20:57:25,395807",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
5699,"2025-01-12 20:57:38,351076",192.168.1.21,142.250.82.208,UDP,1181,55959  >  3478 Len=1139
8884,"2025-01-12 20:57:44,615376",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
2797,"2025-01-12 20:57:31,631419",192.168.1.21,142.250.82.212,UDP,217,58101  >  3478 Len=175
1399,"2025-01-12 20:57:25,588451",192.168.1.1,192.168.1.21,TCP,54,53  >  50995 [ACK] Seq=1 Ack=3 Win=5840 Len=0
3359,"2025-01-12 20:57:33,367146",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
184,"2025-01-12 20:57:23,008237",192.168.1.21,142.250.82.208,UDP,1208,55959  >  3478 Len=1166
6085,"2025-01-12 20:57:39,148504",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
6854,"2025-01-12 20:57:40,510974",192.168.1.21,142.250.82.208,UDP,1244,55959  >  3478 Len=1202
7348,"2025-01-12 20:57:41,700716",192.168.1.21,142.250.82.208,UDP,1230,55959  >  3478 Len=1188
6408,"2025-01-12 20:57:39,782314",142.250.82.208,192.168.1.21,RTCP,118,Application specific   subtype=13
164,"2025-01-06 10:31:37,600716",138.38.28.14,108.177.96.84,TCP,54,57073  >  443 [ACK] Seq=8937 Ack=5545 Win=65280 Len=0
8298,"2025-01-12 20:57:43,762539",142.250.82.212,192.168.1.21,UDP,174,3478  >  58101 Len=132
4568,"2025-01-12 20:57:36,095351",142.250.82.212,192.168.1.21,UDP,265,3478  >  58101 Len=223
8399,"2025-01-12 20:57:44,087456",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
8875,"2025-01-12 20:57:44,607733",192.168.1.21,142.250.82.208,UDP,1232,55959  >  3478 Len=1190
2657,"2025-01-12 20:57:31,085565",192.168.1.21,142.250.82.208,UDP,735,55959  >  3478 Len=693
9084,"2025-01-12 20:57:45,239470",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13
4306,"2025-01-12 20:57:35,509281",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
1962,"2025-01-12 20:57:27,429000",192.168.1.21,142.250.82.208,UDP,1179,55959  >  3478 Len=1137
4993,"2025-01-12 20:57:36,836584",192.168.1.21,142.250.82.208,UDP,1094,55959  >  3478 Len=1052
4892,"2025-01-12 20:57:36,678029",142.250.82.208,192.168.1.21,RTCP,130,Application specific   subtype=13
5816,"2025-01-12 20:57:38,581687",142.250.82.212,192.168.1.21,UDP,87,3478  >  58101 Len=45
5870,"2025-01-12 20:57:38,725999",192.168.1.21,142.250.82.208,UDP,1164,55959  >  3478 Len=1122
7914,"2025-01-12 20:57:42,806179",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
10357,"2025-01-12 20:57:47,884946",192.168.1.21,142.250.82.208,UDP,1170,55959  >  3478 Len=1128
8257,"2025-01-12 20:57:43,635733",142.250.82.208,192.168.1.21,RTCP,106,Application specific   subtype=13
276,"2025-01-06 10:31:53,061612",fe80::86c:bce9:8486:1aa3,ff02::2,ICMPv6,70,Router Solicitation from e6:9d:50:80:25:db
10581,"2025-01-12 20:57:48,392763",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13
1252,"2025-01-12 20:57:25,359584",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
3177,"2025-01-12 20:57:33,000610",192.168.1.21,142.250.82.208,UDP,1014,55959  >  3478 Len=972
5073,"2025-01-12 20:57:37,112211",192.168.1.21,142.250.82.208,UDP,1132,55959  >  3478 Len=1090
3360,"2025-01-12 20:57:33,367178",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
6031,"2025-01-12 20:57:39,042702",192.168.1.21,142.250.82.208,UDP,1196,55959  >  3478 Len=1154
7371,"2025-01-12 20:57:41,742544",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
8499,"2025-01-12 20:57:44,205900",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
10359,"2025-01-12 20:57:47,884998",192.168.1.21,142.250.82.208,UDP,1170,55959  >  3478 Len=1128
3290,"2025-01-12 20:57:33,279709",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
10182,"2025-01-12 20:57:47,473987",192.168.1.21,142.250.82.208,UDP,1179,55959  >  3478 Len=1137
9545,"2025-01-12 20:57:46,224275",192.168.1.21,104.16.102.112,TLSv1.2,96,Application Data
3191,"2025-01-12 20:57:33,051344",192.168.1.21,142.250.82.212,UDP,223,58101  >  3478 Len=181
6803,"2025-01-12 20:57:40,467802",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
9421,"2025-01-12 20:57:45,951381",192.168.1.21,142.250.82.212,UDP,236,58101  >  3478 Len=194
1052,"2025-01-12 20:57:24,979519",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
4070,"2025-01-12 20:57:35,044699",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
7234,"2025-01-12 20:57:41,452744",192.168.1.21,142.250.82.208,UDP,1239,55959  >  3478 Len=1197
7316,"2025-01-12 20:57:41,666331",192.168.1.21,142.250.82.208,UDP,1232,55959  >  3478 Len=1190
273,"2025-01-12 20:57:23,167727",192.168.1.21,142.250.82.208,UDP,1226,55959  >  3478 Len=1184
2043,"2025-01-12 20:57:27,800017",192.168.1.21,142.250.82.208,UDP,1088,55959  >  3478 Len=1046
4764,"2025-01-12 20:57:36,473079",192.168.1.21,142.250.82.208,UDP,1211,55959  >  3478 Len=1169
5984,"2025-01-12 20:57:38,929424",192.168.1.21,142.250.82.208,UDP,1213,55959  >  3478 Len=1171
298,"2025-01-06 10:31:56,646681",3e:3a:8a:1a:56:41,Broadcast,ARP,56,Who has 138.38.0.1? Tell 138.38.6.146
7610,"2025-01-12 20:57:42,139841",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
1087,"2025-01-12 20:57:25,066622",142.250.82.208,192.168.1.21,RTCP,122,Application specific   subtype=13
220,"2025-01-06 10:31:43,641246",::,ff02::1:ff1e:5a1d,ICMPv6,86,Neighbor Solicitation for fe80::5ca3:4ff:fe1e:5a1d
7620,"2025-01-12 20:57:42,179570",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
8250,"2025-01-12 20:57:43,612009",192.168.1.21,142.250.82.208,UDP,1174,55959  >  3478 Len=1132
8021,"2025-01-12 20:57:43,036236",192.168.1.21,142.250.82.208,UDP,1184,55959  >  3478 Len=1142
9687,"2025-01-12 20:57:46,479463",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
4323,"2025-01-12 20:57:35,548805",192.168.1.21,142.250.82.208,UDP,1211,55959  >  3478 Len=1169
8272,"2025-01-12 20:57:43,690932",192.168.1.21,142.250.82.212,UDP,168,58101  >  3478 Len=126
8721,"2025-01-12 20:57:44,447420",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
5832,"2025-01-12 20:57:38,623768",192.168.1.21,142.250.82.208,UDP,1242,55959  >  3478 Len=1200
6747,"2025-01-12 20:57:40,399228",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
6649,"2025-01-12 20:57:40,264381",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
6162,"2025-01-12 20:57:39,280400",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13Unknown   
10319,"2025-01-12 20:57:47,822824",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
4710,"2025-01-12 20:57:36,429726",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
8164,"2025-01-12 20:57:43,343153",192.168.1.21,142.250.82.208,UDP,1212,55959  >  3478 Len=1170
8920,"2025-01-12 20:57:44,690896",192.168.1.21,142.250.82.208,UDP,1071,55959  >  3478 Len=1029
6783,"2025-01-12 20:57:40,429211",192.168.1.21,142.250.82.208,UDP,1247,55959  >  3478 Len=1205
8148,"2025-01-12 20:57:43,335651",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13Receiver Report   [Malformed Packet]
3479,"2025-01-12 20:57:33,604077",192.168.1.21,142.250.82.212,UDP,86,58101  >  3478 Len=44
8366,"2025-01-12 20:57:44,027514",142.250.82.208,192.168.1.21,RTCP,234,Receiver Report   
3925,"2025-01-12 20:57:34,619024",192.168.1.21,142.250.82.212,RTCP,90,Receiver Report   
1749,"2025-01-12 20:57:26,786029",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
733,"2025-01-12 20:57:24,173418",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
2554,"2025-01-12 20:57:30,271887",192.168.1.21,142.250.82.212,UDP,158,58101  >  3478 Len=116
6577,"2025-01-12 20:57:40,127780",192.168.1.21,142.250.82.208,UDP,1223,55959  >  3478 Len=1181
6511,"2025-01-12 20:57:39,968272",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
2663,"2025-01-12 20:57:31,126659",192.168.1.21,142.250.82.208,UDP,1212,55959  >  3478 Len=1170
6551,"2025-01-12 20:57:40,058871",192.168.1.21,142.250.82.208,UDP,1250,55959  >  3478 Len=1208
7019,"2025-01-12 20:57:40,712331",192.168.1.21,142.250.82.208,UDP,1196,55959  >  3478 Len=1154
3114,"2025-01-12 20:57:32,765225",192.168.1.21,142.250.82.208,UDP,991,55959  >  3478 Len=949
3304,"2025-01-12 20:57:33,291485",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
1345,"2025-01-12 20:57:25,527558",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
9621,"2025-01-12 20:57:46,392858",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
1691,"2025-01-12 20:57:26,568374",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
7754,"2025-01-12 20:57:42,485687",192.168.1.21,142.250.82.208,UDP,1252,55959  >  3478 Len=1210
7812,"2025-01-12 20:57:42,572451",192.168.1.21,142.250.82.212,UDP,90,58101  >  3478 Len=48
5049,"2025-01-12 20:57:37,028035",142.250.82.208,192.168.1.21,RTCP,114,Application specific   subtype=13
6070,"2025-01-12 20:57:39,140103",192.168.1.21,142.250.82.208,UDP,1154,55959  >  3478 Len=1112
3309,"2025-01-12 20:57:33,312413",192.168.1.21,142.250.82.212,UDP,253,58101  >  3478 Len=211
1505,"2025-01-12 20:57:25,744640",142.251.141.46,192.168.1.21,QUIC,424,Protected Payload (KP0)
1807,"2025-01-12 20:57:26,869887",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
9425,"2025-01-12 20:57:45,966707",192.168.1.21,142.250.82.208,UDP,1183,55959  >  3478 Len=1141
7622,"2025-01-12 20:57:42,179605",192.168.1.21,142.250.82.208,UDP,1248,55959  >  3478 Len=1206
3792,"2025-01-12 20:57:34,346189",192.168.1.21,142.250.82.208,UDP,1249,55959  >  3478 Len=1207
5218,"2025-01-12 20:57:37,417870",142.250.82.212,192.168.1.21,UDP,233,3478  >  58101 Len=191
10403,"2025-01-12 20:57:47,953068",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
1068,"2025-01-12 20:57:25,016829",192.168.1.21,142.250.82.208,UDP,1218,55959  >  3478 Len=1176
8780,"2025-01-12 20:57:44,526767",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
10371,"2025-01-12 20:57:47,918733",192.168.1.21,142.250.82.208,UDP,1166,55959  >  3478 Len=1124
135,"2025-01-06 10:31:37,473844",138.38.28.14,108.177.96.84,TCP,54,57073  >  443 [ACK] Seq=2221 Ack=1469 Win=65280 Len=0
2697,"2025-01-12 20:57:31,245148",142.250.82.212,192.168.1.21,UDP,183,3478  >  58101 Len=141
1849,"2025-01-12 20:57:26,921596",192.168.1.21,142.250.82.208,UDP,1210,55959  >  3478 Len=1168
4513,"2025-01-12 20:57:35,944247",142.250.82.212,192.168.1.21,UDP,285,3478  >  58101 Len=243
10096,"2025-01-12 20:57:47,301589",192.168.1.21,142.250.82.208,UDP,1238,55959  >  3478 Len=1196
2432,"2025-01-12 20:57:29,553010",104.16.102.112,192.168.1.21,TCP,54,443  >  65294 [ACK] Seq=1 Ack=119 Win=49 Len=0
4661,"2025-01-12 20:57:36,324126",192.168.1.21,142.250.82.208,UDP,1240,55959  >  3478 Len=1198
8178,"2025-01-12 20:57:43,378688",192.168.1.21,142.250.82.208,UDP,1153,55959  >  3478 Len=1111
9321,"2025-01-12 20:57:45,741639",142.250.82.212,192.168.1.21,UDP,176,3478  >  58101 Len=134
46,"2025-01-06 10:31:34,416377",172.217.169.206,138.38.28.14,TCP,66,[TCP Dup ACK 45#1] 443  >  55681 [ACK] Seq=1 Ack=1 Win=1182 Len=0 SLE=1413 SRE=2959
143,"2025-01-12 20:57:22,894985",192.168.1.21,142.250.82.208,UDP,1202,55959  >  3478 Len=1160
5587,"2025-01-12 20:57:38,140004",192.168.1.21,142.250.82.208,UDP,1226,55959  >  3478 Len=1184
9583,"2025-01-12 20:57:46,349436",192.168.1.21,142.250.82.208,UDP,1251,55959  >  3478 Len=1209
8693,"2025-01-12 20:57:44,403930",192.168.1.21,142.250.82.208,UDP,1236,55959  >  3478 Len=1194
9643,"2025-01-12 20:57:46,393456",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
5291,"2025-01-12 20:57:37,555202",192.168.1.21,142.250.82.208,UDP,814,55959  >  3478 Len=772
6348,"2025-01-12 20:57:39,646331",192.168.1.21,142.250.82.208,UDP,1254,55959  >  3478 Len=1212
3410,"2025-01-12 20:57:33,424116",142.250.82.212,192.168.1.21,RTCP,106,Application specific   subtype=13
1118,"2025-01-12 20:57:25,111856",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
1757,"2025-01-12 20:57:26,837582",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
498,"2025-01-12 20:57:23,640021",192.168.1.21,142.250.82.208,UDP,1253,55959  >  3478 Len=1211
6501,"2025-01-12 20:57:39,936726",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
871,"2025-01-12 20:57:24,543006",142.250.82.212,192.168.1.21,UDP,158,3478  >  58101 Len=116
3358,"2025-01-12 20:57:33,367104",192.168.1.21,142.250.82.208,UDP,1246,55959  >  3478 Len=1204
913,"2025-01-12 20:57:24,669256",192.168.1.21,142.250.82.208,UDP,1202,55959  >  3478 Len=1160
722,"2025-01-12 20:57:24,155728",192.168.1.21,142.250.82.208,UDP,1035,55959  >  3478 Len=993
2806,"2025-01-12 20:57:31,672450",142.250.82.212,192.168.1.21,RTCP,110,Application specific   subtype=13
239,"2025-01-06 10:31:47,327708",172.217.20.74,138.38.28.14,TLSv1.2,338,Application Data
887,"2025-01-12 20:57:24,599840",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
10485,"2025-01-12 20:57:48,092661",192.168.1.21,142.250.82.208,UDP,1109,55959  >  3478 Len=1067
7913,"2025-01-12 20:57:42,793671",192.168.1.21,142.250.82.208,UDP,1095,55959  >  3478 Len=1053
9093,"2025-01-12 20:57:45,258295",192.168.1.21,142.250.82.208,UDP,1067,55959  >  3478 Len=1025
8404,"2025-01-12 20:57:44,087801",192.168.1.21,142.250.82.208,UDP,1235,55959  >  3478 Len=1193
1521,"2025-01-12 20:57:25,779943",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
9503,"2025-01-12 20:57:46,144115",192.168.1.21,142.250.82.208,UDP,1245,55959  >  3478 Len=1203
2747,"2025-01-12 20:57:31,463078",192.168.1.21,142.250.82.208,UDP,1215,55959  >  3478 Len=1173
6832,"2025-01-12 20:57:40,469711",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
6946,"2025-01-12 20:57:40,633322",192.168.1.21,142.250.82.208,UDP,1148,55959  >  3478 Len=1106
315,"2025-01-12 20:57:23,234768",192.168.1.21,142.250.82.208,UDP,1202,55959  >  3478 Len=1160
1800,"2025-01-12 20:57:26,869788",192.168.1.21,142.250.82.208,UDP,1233,55959  >  3478 Len=1191
328,"2025-01-12 20:57:23,304233",192.168.1.21,142.250.82.208,UDP,1208,55959  >  3478 Len=1166
6796,"2025-01-12 20:57:40,429415",192.168.1.21,142.250.82.208,UDP,1243,55959  >  3478 Len=1201
4205,"2025-01-12 20:57:35,334337",192.168.1.21,142.250.82.208,UDP,1230,55959  >  3478 Len=1188
5851,"2025-01-12 20:57:38,664291",142.250.82.208,192.168.1.21,UDP,78,3478  >  55959 Len=36
5448,"2025-01-12 20:57:37,864374",192.168.1.21,142.250.82.208,UDP,914,55959  >  3478 Len=872
3130,"2025-01-12 20:57:32,823621",142.250.82.208,192.168.1.21,RTCP,110,Application specific   subtype=13
1997,"2025-01-12 20:57:27,582232",142.250.82.212,192.168.1.21,UDP,179,3478  >  58101 Len=137
8091,"2025-01-12 20:57:43,197928",192.168.1.21,142.250.82.208,RTCP,142,Sender Report   
3969,"2025-01-12 20:57:34,718780",192.168.1.21,142.250.82.208,UDP,1055,55959  >  3478 Len=1013
8010,"2025-01-12 20:57:43,003055",142.250.82.212,192.168.1.21,UDP,178,3478  >  58101 Len=136
7949,"2025-01-12 20:57:42,870976",192.168.1.21,142.250.82.212,UDP,173,58101  >  3478 Len=131
1974,"2025-01-12 20:57:27,500107",192.168.1.21,142.250.82.208,UDP,968,55959  >  3478 Len=926
337,"2025-01-12 20:57:23,304402",192.168.1.21,142.250.82.208,UDP,1209,55959  >  3478 Len=1167
2765,"2025-01-12 20:57:31,528508",192.168.1.21,142.250.82.208,UDP,1234,55959  >  3478 Len=1192
8675,"2025-01-12 20:57:44,403649",192.168.1.21,142.250.82.208,UDP,1236,55959  >  3478 Len=1194
276,"2025-01-12 20:57:23,167830",192.168.1.21,142.250.82.208,UDP,1227,55959  >  3478 Len=1185
2986,"2025-01-12 20:57:32,282294",142.250.82.212,192.168.1.21,UDP,159,3478  >  58101 Len=117
10348,"2025-01-12 20:57:47,871455",192.168.1.21,142.250.82.208,UDP,1256,55959  >  3478 Len=1214
8048,"2025-01-12 20:57:43,101627",142.250.82.212,192.168.1.21,UDP,184,3478  >  58101 Len=142
